[2025-12-17 16:30:55] test_synthetic.py(142) : DEBUG_MODE: False
[2025-12-17 16:30:55] test_synthetic.py(143) : USE_CUDA: True, CUDA_DEVICE_NUM: 0
[2025-12-17 16:30:55] test_synthetic.py(144) : env_params{'mode': 'test', 'data_path': '/public/home/bayp/exp_survey_202509/0_data_survey/survey_synthetic_tsp/test_tsp1000_n128_lkh.txt', 'sub_path': False, 'RRC_budget': 1000}
[2025-12-17 16:30:55] test_synthetic.py(144) : model_params{'mode': 'test', 'embedding_dim': 128, 'sqrt_embedding_dim': 11.313708498984761, 'decoder_layer_num': 6, 'qkv_dim': 16, 'head_num': 8, 'ff_hidden_dim': 512}
[2025-12-17 16:30:55] test_synthetic.py(144) : tester_params{'use_cuda': True, 'cuda_device_num': 0, 'test_episodes': 128, 'test_batch_size': 128}
[2025-12-17 16:30:55] test_synthetic.py(144) : logger_params{'log_file': {'desc': 'test_tsp1000_RRC1000', 'filename': 'run_log.txt', 'filepath': './result_survey_tsp_synthetic/tsp1000/20251217_163055test_tsp1000_RRC1000'}}
[2025-12-17 16:32:34] TSPTester.py(192) : greedy, name:TSP1000, gap:3.116160 %,  Elapsed[1.63m], stu_l:23.838638 , opt_l:23.118198
[2025-12-17 20:20:59] TSPTester.py(256) : RRC step487, name:TSP1000, gap:0.837000 %, Elapsed[3.83h], stu_l:23.311787 , opt_l:23.118198
[2025-12-17 20:21:07] TSPTester.py(256) : RRC step488, name:TSP1000, gap:0.836893 %, Elapsed[3.84h], stu_l:23.311762 , opt_l:23.118198
[2025-12-17 20:21:08] TSPTester.py(256) : RRC step489, name:TSP1000, gap:0.834389 %, Elapsed[3.84h], stu_l:23.311184 , opt_l:23.118198
[2025-12-17 20:22:36] TSPTester.py(256) : RRC step490, name:TSP1000, gap:0.834389 %, Elapsed[3.86h], stu_l:23.311184 , opt_l:23.118198
[2025-12-17 20:22:36] TSPTester.py(256) : RRC step491, name:TSP1000, gap:0.834052 %, Elapsed[3.86h], stu_l:23.311106 , opt_l:23.118198
[2025-12-17 20:23:34] TSPTester.py(256) : RRC step492, name:TSP1000, gap:0.834052 %, Elapsed[3.88h], stu_l:23.311106 , opt_l:23.118198
[2025-12-17 20:24:02] TSPTester.py(256) : RRC step493, name:TSP1000, gap:0.834051 %, Elapsed[3.89h], stu_l:23.311104 , opt_l:23.118198
[2025-12-17 20:24:43] TSPTester.py(256) : RRC step494, name:TSP1000, gap:0.834052 %, Elapsed[3.90h], stu_l:23.311106 , opt_l:23.118198
[2025-12-17 20:25:26] TSPTester.py(256) : RRC step495, name:TSP1000, gap:0.834052 %, Elapsed[3.91h], stu_l:23.311104 , opt_l:23.118198
[2025-12-17 20:25:32] TSPTester.py(256) : RRC step496, name:TSP1000, gap:0.833912 %, Elapsed[3.91h], stu_l:23.311073 , opt_l:23.118198
[2025-12-17 20:25:32] TSPTester.py(256) : RRC step497, name:TSP1000, gap:0.833912 %, Elapsed[3.91h], stu_l:23.311073 , opt_l:23.118198
[2025-12-17 20:25:43] TSPTester.py(256) : RRC step498, name:TSP1000, gap:0.833369 %, Elapsed[3.91h], stu_l:23.310947 , opt_l:23.118198
[2025-12-17 20:25:44] TSPTester.py(256) : RRC step499, name:TSP1000, gap:0.828436 %, Elapsed[3.91h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:26:52] TSPTester.py(256) : RRC step500, name:TSP1000, gap:0.828436 %, Elapsed[3.93h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:28:20] TSPTester.py(256) : RRC step501, name:TSP1000, gap:0.828436 %, Elapsed[3.96h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:28:36] TSPTester.py(256) : RRC step502, name:TSP1000, gap:0.828436 %, Elapsed[3.96h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:29:48] TSPTester.py(256) : RRC step503, name:TSP1000, gap:0.828436 %, Elapsed[3.98h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:30:08] TSPTester.py(256) : RRC step504, name:TSP1000, gap:0.828436 %, Elapsed[3.99h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:30:23] TSPTester.py(256) : RRC step505, name:TSP1000, gap:0.828436 %, Elapsed[3.99h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:31:16] TSPTester.py(256) : RRC step506, name:TSP1000, gap:0.828436 %, Elapsed[4.01h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:31:34] TSPTester.py(256) : RRC step507, name:TSP1000, gap:0.828435 %, Elapsed[4.01h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:32:11] TSPTester.py(256) : RRC step508, name:TSP1000, gap:0.828435 %, Elapsed[4.02h], stu_l:23.309803 , opt_l:23.118198
[2025-12-17 20:32:11] TSPTester.py(256) : RRC step509, name:TSP1000, gap:0.827847 %, Elapsed[4.02h], stu_l:23.309666 , opt_l:23.118198
[2025-12-17 20:32:24] TSPTester.py(256) : RRC step510, name:TSP1000, gap:0.827846 %, Elapsed[4.02h], stu_l:23.309666 , opt_l:23.118198
[2025-12-17 20:32:33] TSPTester.py(256) : RRC step511, name:TSP1000, gap:0.827711 %, Elapsed[4.03h], stu_l:23.309635 , opt_l:23.118198
[2025-12-17 20:32:58] TSPTester.py(256) : RRC step512, name:TSP1000, gap:0.827712 %, Elapsed[4.03h], stu_l:23.309633 , opt_l:23.118198
[2025-12-17 20:33:48] TSPTester.py(256) : RRC step513, name:TSP1000, gap:0.827712 %, Elapsed[4.05h], stu_l:23.309633 , opt_l:23.118198
[2025-12-17 20:34:05] TSPTester.py(256) : RRC step514, name:TSP1000, gap:0.827711 %, Elapsed[4.05h], stu_l:23.309635 , opt_l:23.118198
[2025-12-17 20:34:06] TSPTester.py(256) : RRC step515, name:TSP1000, gap:0.826998 %, Elapsed[4.05h], stu_l:23.309471 , opt_l:23.118198
[2025-12-17 20:35:35] TSPTester.py(256) : RRC step516, name:TSP1000, gap:0.826998 %, Elapsed[4.08h], stu_l:23.309471 , opt_l:23.118198
[2025-12-17 20:35:35] TSPTester.py(256) : RRC step517, name:TSP1000, gap:0.824807 %, Elapsed[4.08h], stu_l:23.308964 , opt_l:23.118198
[2025-12-17 20:37:05] TSPTester.py(256) : RRC step518, name:TSP1000, gap:0.824807 %, Elapsed[4.10h], stu_l:23.308964 , opt_l:23.118198
[2025-12-17 20:37:06] TSPTester.py(256) : RRC step519, name:TSP1000, gap:0.824513 %, Elapsed[4.10h], stu_l:23.308895 , opt_l:23.118198
[2025-12-17 20:38:34] TSPTester.py(256) : RRC step520, name:TSP1000, gap:0.824513 %, Elapsed[4.13h], stu_l:23.308895 , opt_l:23.118198
[2025-12-17 20:39:35] TSPTester.py(256) : RRC step521, name:TSP1000, gap:0.824513 %, Elapsed[4.14h], stu_l:23.308895 , opt_l:23.118198
[2025-12-17 20:39:36] TSPTester.py(256) : RRC step522, name:TSP1000, gap:0.823029 %, Elapsed[4.14h], stu_l:23.308554 , opt_l:23.118198
[2025-12-17 20:39:56] TSPTester.py(256) : RRC step523, name:TSP1000, gap:0.823029 %, Elapsed[4.15h], stu_l:23.308554 , opt_l:23.118198
[2025-12-17 20:40:22] TSPTester.py(256) : RRC step524, name:TSP1000, gap:0.823029 %, Elapsed[4.16h], stu_l:23.308554 , opt_l:23.118198
[2025-12-17 20:40:23] TSPTester.py(256) : RRC step525, name:TSP1000, gap:0.822520 %, Elapsed[4.16h], stu_l:23.308437 , opt_l:23.118198
[2025-12-17 20:41:05] TSPTester.py(256) : RRC step526, name:TSP1000, gap:0.822520 %, Elapsed[4.17h], stu_l:23.308437 , opt_l:23.118198
[2025-12-17 20:41:31] TSPTester.py(256) : RRC step527, name:TSP1000, gap:0.822520 %, Elapsed[4.18h], stu_l:23.308437 , opt_l:23.118198
[2025-12-17 20:41:45] TSPTester.py(256) : RRC step528, name:TSP1000, gap:0.822520 %, Elapsed[4.18h], stu_l:23.308437 , opt_l:23.118198
[2025-12-17 20:41:46] TSPTester.py(256) : RRC step529, name:TSP1000, gap:0.819362 %, Elapsed[4.18h], stu_l:23.307705 , opt_l:23.118198
[2025-12-17 20:41:46] TSPTester.py(256) : RRC step530, name:TSP1000, gap:0.818569 %, Elapsed[4.18h], stu_l:23.307522 , opt_l:23.118198
[2025-12-17 20:41:46] TSPTester.py(256) : RRC step531, name:TSP1000, gap:0.815866 %, Elapsed[4.18h], stu_l:23.306902 , opt_l:23.118198
[2025-12-17 20:41:49] TSPTester.py(256) : RRC step532, name:TSP1000, gap:0.815822 %, Elapsed[4.18h], stu_l:23.306892 , opt_l:23.118198
[2025-12-17 20:42:33] TSPTester.py(256) : RRC step533, name:TSP1000, gap:0.815822 %, Elapsed[4.19h], stu_l:23.306892 , opt_l:23.118198
[2025-12-17 20:42:44] TSPTester.py(256) : RRC step534, name:TSP1000, gap:0.815822 %, Elapsed[4.20h], stu_l:23.306892 , opt_l:23.118198
[2025-12-17 20:42:58] TSPTester.py(256) : RRC step535, name:TSP1000, gap:0.815822 %, Elapsed[4.20h], stu_l:23.306892 , opt_l:23.118198
[2025-12-17 20:43:18] TSPTester.py(256) : RRC step536, name:TSP1000, gap:0.815821 %, Elapsed[4.21h], stu_l:23.306892 , opt_l:23.118198
[2025-12-17 20:43:52] TSPTester.py(256) : RRC step537, name:TSP1000, gap:0.815822 %, Elapsed[4.22h], stu_l:23.306892 , opt_l:23.118198
[2025-12-17 20:43:53] TSPTester.py(256) : RRC step538, name:TSP1000, gap:0.815452 %, Elapsed[4.22h], stu_l:23.306807 , opt_l:23.118198
[2025-12-17 20:43:54] TSPTester.py(256) : RRC step539, name:TSP1000, gap:0.813629 %, Elapsed[4.22h], stu_l:23.306385 , opt_l:23.118198
[2025-12-17 20:44:01] TSPTester.py(256) : RRC step540, name:TSP1000, gap:0.813544 %, Elapsed[4.22h], stu_l:23.306366 , opt_l:23.118198
[2025-12-17 20:45:11] TSPTester.py(256) : RRC step541, name:TSP1000, gap:0.813544 %, Elapsed[4.24h], stu_l:23.306366 , opt_l:23.118198
[2025-12-17 20:45:56] TSPTester.py(256) : RRC step542, name:TSP1000, gap:0.813544 %, Elapsed[4.25h], stu_l:23.306366 , opt_l:23.118198
[2025-12-17 20:46:00] TSPTester.py(256) : RRC step543, name:TSP1000, gap:0.811993 %, Elapsed[4.25h], stu_l:23.306011 , opt_l:23.118198
[2025-12-17 20:46:02] TSPTester.py(256) : RRC step544, name:TSP1000, gap:0.811644 %, Elapsed[4.25h], stu_l:23.305929 , opt_l:23.118198
[2025-12-17 20:47:21] TSPTester.py(256) : RRC step545, name:TSP1000, gap:0.811643 %, Elapsed[4.27h], stu_l:23.305929 , opt_l:23.118198
[2025-12-17 20:48:21] TSPTester.py(256) : RRC step546, name:TSP1000, gap:0.811644 %, Elapsed[4.29h], stu_l:23.305929 , opt_l:23.118198
[2025-12-17 20:48:23] TSPTester.py(256) : RRC step547, name:TSP1000, gap:0.810378 %, Elapsed[4.29h], stu_l:23.305637 , opt_l:23.118198
[2025-12-17 20:49:33] TSPTester.py(256) : RRC step548, name:TSP1000, gap:0.810378 %, Elapsed[4.31h], stu_l:23.305639 , opt_l:23.118198
[2025-12-17 20:50:21] TSPTester.py(256) : RRC step549, name:TSP1000, gap:0.810378 %, Elapsed[4.32h], stu_l:23.305639 , opt_l:23.118198
[2025-12-17 20:51:16] TSPTester.py(256) : RRC step550, name:TSP1000, gap:0.810379 %, Elapsed[4.34h], stu_l:23.305639 , opt_l:23.118198
[2025-12-17 20:51:20] TSPTester.py(256) : RRC step551, name:TSP1000, gap:0.810378 %, Elapsed[4.34h], stu_l:23.305637 , opt_l:23.118198
[2025-12-17 20:51:31] TSPTester.py(256) : RRC step552, name:TSP1000, gap:0.810378 %, Elapsed[4.34h], stu_l:23.305637 , opt_l:23.118198
[2025-12-17 20:51:32] TSPTester.py(256) : RRC step553, name:TSP1000, gap:0.809147 %, Elapsed[4.34h], stu_l:23.305353 , opt_l:23.118198
[2025-12-17 20:52:46] TSPTester.py(256) : RRC step554, name:TSP1000, gap:0.809146 %, Elapsed[4.36h], stu_l:23.305353 , opt_l:23.118198
[2025-12-17 20:54:02] TSPTester.py(256) : RRC step555, name:TSP1000, gap:0.809146 %, Elapsed[4.39h], stu_l:23.305353 , opt_l:23.118198
[2025-12-17 20:54:09] TSPTester.py(256) : RRC step556, name:TSP1000, gap:0.809083 %, Elapsed[4.39h], stu_l:23.305338 , opt_l:23.118198
[2025-12-17 20:54:36] TSPTester.py(256) : RRC step557, name:TSP1000, gap:0.809083 %, Elapsed[4.39h], stu_l:23.305338 , opt_l:23.118198
[2025-12-17 20:55:21] TSPTester.py(256) : RRC step558, name:TSP1000, gap:0.809083 %, Elapsed[4.41h], stu_l:23.305338 , opt_l:23.118198
[2025-12-17 20:56:40] TSPTester.py(256) : RRC step559, name:TSP1000, gap:0.809083 %, Elapsed[4.43h], stu_l:23.305338 , opt_l:23.118198
[2025-12-17 20:56:43] TSPTester.py(256) : RRC step560, name:TSP1000, gap:0.809083 %, Elapsed[4.43h], stu_l:23.305338 , opt_l:23.118198
[2025-12-17 20:56:58] TSPTester.py(256) : RRC step561, name:TSP1000, gap:0.809083 %, Elapsed[4.43h], stu_l:23.305338 , opt_l:23.118198
[2025-12-17 20:57:02] TSPTester.py(256) : RRC step562, name:TSP1000, gap:0.809083 %, Elapsed[4.44h], stu_l:23.305338 , opt_l:23.118198
[2025-12-17 20:57:39] TSPTester.py(256) : RRC step563, name:TSP1000, gap:0.808835 %, Elapsed[4.45h], stu_l:23.305281 , opt_l:23.118198
[2025-12-17 20:58:44] TSPTester.py(256) : RRC step564, name:TSP1000, gap:0.808835 %, Elapsed[4.46h], stu_l:23.305281 , opt_l:23.118198
[2025-12-17 20:59:26] TSPTester.py(256) : RRC step565, name:TSP1000, gap:0.808836 %, Elapsed[4.48h], stu_l:23.305281 , opt_l:23.118198
[2025-12-17 20:59:26] TSPTester.py(256) : RRC step566, name:TSP1000, gap:0.807459 %, Elapsed[4.48h], stu_l:23.304962 , opt_l:23.118198
[2025-12-17 21:00:40] TSPTester.py(256) : RRC step567, name:TSP1000, gap:0.807460 %, Elapsed[4.50h], stu_l:23.304962 , opt_l:23.118198
[2025-12-17 21:01:04] TSPTester.py(256) : RRC step568, name:TSP1000, gap:0.807460 %, Elapsed[4.50h], stu_l:23.304962 , opt_l:23.118198
[2025-12-17 21:01:26] TSPTester.py(256) : RRC step569, name:TSP1000, gap:0.807459 %, Elapsed[4.51h], stu_l:23.304962 , opt_l:23.118198
[2025-12-17 21:02:53] TSPTester.py(256) : RRC step570, name:TSP1000, gap:0.807459 %, Elapsed[4.53h], stu_l:23.304962 , opt_l:23.118198
[2025-12-17 21:03:47] TSPTester.py(256) : RRC step571, name:TSP1000, gap:0.807459 %, Elapsed[4.55h], stu_l:23.304962 , opt_l:23.118198
[2025-12-17 21:03:47] TSPTester.py(256) : RRC step572, name:TSP1000, gap:0.806331 %, Elapsed[4.55h], stu_l:23.304701 , opt_l:23.118198
[2025-12-17 21:04:26] TSPTester.py(256) : RRC step573, name:TSP1000, gap:0.806331 %, Elapsed[4.56h], stu_l:23.304703 , opt_l:23.118198
[2025-12-17 21:04:29] TSPTester.py(256) : RRC step574, name:TSP1000, gap:0.804566 %, Elapsed[4.56h], stu_l:23.304295 , opt_l:23.118198
[2025-12-17 21:04:36] TSPTester.py(256) : RRC step575, name:TSP1000, gap:0.804566 %, Elapsed[4.56h], stu_l:23.304295 , opt_l:23.118198
[2025-12-17 21:05:13] TSPTester.py(256) : RRC step576, name:TSP1000, gap:0.804566 %, Elapsed[4.57h], stu_l:23.304295 , opt_l:23.118198
[2025-12-17 21:05:25] TSPTester.py(256) : RRC step577, name:TSP1000, gap:0.804565 %, Elapsed[4.57h], stu_l:23.304295 , opt_l:23.118198
[2025-12-17 21:05:47] TSPTester.py(256) : RRC step578, name:TSP1000, gap:0.804566 %, Elapsed[4.58h], stu_l:23.304295 , opt_l:23.118198
[2025-12-17 21:05:48] TSPTester.py(256) : RRC step579, name:TSP1000, gap:0.803539 %, Elapsed[4.58h], stu_l:23.304056 , opt_l:23.118198
[2025-12-17 21:05:48] TSPTester.py(256) : RRC step580, name:TSP1000, gap:0.803027 %, Elapsed[4.58h], stu_l:23.303938 , opt_l:23.118198
[2025-12-17 21:06:05] TSPTester.py(256) : RRC step581, name:TSP1000, gap:0.803027 %, Elapsed[4.59h], stu_l:23.303936 , opt_l:23.118198
[2025-12-17 21:06:10] TSPTester.py(256) : RRC step582, name:TSP1000, gap:0.803027 %, Elapsed[4.59h], stu_l:23.303936 , opt_l:23.118198
[2025-12-17 21:07:37] TSPTester.py(256) : RRC step583, name:TSP1000, gap:0.803027 %, Elapsed[4.61h], stu_l:23.303936 , opt_l:23.118198
[2025-12-17 21:08:15] TSPTester.py(256) : RRC step584, name:TSP1000, gap:0.803028 %, Elapsed[4.62h], stu_l:23.303938 , opt_l:23.118198
[2025-12-17 21:08:21] TSPTester.py(256) : RRC step585, name:TSP1000, gap:0.803025 %, Elapsed[4.62h], stu_l:23.303936 , opt_l:23.118198
[2025-12-17 21:09:36] TSPTester.py(256) : RRC step586, name:TSP1000, gap:0.803025 %, Elapsed[4.64h], stu_l:23.303938 , opt_l:23.118198
[2025-12-17 21:09:36] TSPTester.py(256) : RRC step587, name:TSP1000, gap:0.801662 %, Elapsed[4.64h], stu_l:23.303623 , opt_l:23.118198
[2025-12-17 21:09:37] TSPTester.py(256) : RRC step588, name:TSP1000, gap:0.799869 %, Elapsed[4.64h], stu_l:23.303207 , opt_l:23.118198
[2025-12-17 21:10:52] TSPTester.py(256) : RRC step589, name:TSP1000, gap:0.799869 %, Elapsed[4.67h], stu_l:23.303207 , opt_l:23.118198
[2025-12-17 21:12:01] TSPTester.py(256) : RRC step590, name:TSP1000, gap:0.799868 %, Elapsed[4.68h], stu_l:23.303207 , opt_l:23.118198
[2025-12-17 21:12:07] TSPTester.py(256) : RRC step591, name:TSP1000, gap:0.799762 %, Elapsed[4.69h], stu_l:23.303181 , opt_l:23.118198
[2025-12-17 21:12:28] TSPTester.py(256) : RRC step592, name:TSP1000, gap:0.799762 %, Elapsed[4.69h], stu_l:23.303183 , opt_l:23.118198
[2025-12-17 21:12:46] TSPTester.py(256) : RRC step593, name:TSP1000, gap:0.799762 %, Elapsed[4.70h], stu_l:23.303183 , opt_l:23.118198
[2025-12-17 21:13:13] TSPTester.py(256) : RRC step594, name:TSP1000, gap:0.799761 %, Elapsed[4.70h], stu_l:23.303183 , opt_l:23.118198
[2025-12-17 21:13:14] TSPTester.py(256) : RRC step595, name:TSP1000, gap:0.799424 %, Elapsed[4.71h], stu_l:23.303104 , opt_l:23.118198
[2025-12-17 21:13:59] TSPTester.py(256) : RRC step596, name:TSP1000, gap:0.799424 %, Elapsed[4.72h], stu_l:23.303104 , opt_l:23.118198
[2025-12-17 21:14:19] TSPTester.py(256) : RRC step597, name:TSP1000, gap:0.799424 %, Elapsed[4.72h], stu_l:23.303104 , opt_l:23.118198
[2025-12-17 21:15:11] TSPTester.py(256) : RRC step598, name:TSP1000, gap:0.799425 %, Elapsed[4.74h], stu_l:23.303104 , opt_l:23.118198
[2025-12-17 21:15:12] TSPTester.py(256) : RRC step599, name:TSP1000, gap:0.799071 %, Elapsed[4.74h], stu_l:23.303024 , opt_l:23.118198
[2025-12-17 21:15:13] TSPTester.py(256) : RRC step600, name:TSP1000, gap:0.797583 %, Elapsed[4.74h], stu_l:23.302679 , opt_l:23.118198
[2025-12-17 21:15:15] TSPTester.py(256) : RRC step601, name:TSP1000, gap:0.794674 %, Elapsed[4.74h], stu_l:23.302002 , opt_l:23.118198
[2025-12-17 21:15:15] TSPTester.py(256) : RRC step602, name:TSP1000, gap:0.792516 %, Elapsed[4.74h], stu_l:23.301502 , opt_l:23.118198
[2025-12-17 21:16:24] TSPTester.py(256) : RRC step603, name:TSP1000, gap:0.792516 %, Elapsed[4.76h], stu_l:23.301502 , opt_l:23.118198
[2025-12-17 21:18:00] TSPTester.py(256) : RRC step604, name:TSP1000, gap:0.792516 %, Elapsed[4.78h], stu_l:23.301502 , opt_l:23.118198
[2025-12-17 21:18:19] TSPTester.py(256) : RRC step605, name:TSP1000, gap:0.792516 %, Elapsed[4.79h], stu_l:23.301502 , opt_l:23.118198
[2025-12-17 21:18:20] TSPTester.py(256) : RRC step606, name:TSP1000, gap:0.791111 %, Elapsed[4.79h], stu_l:23.301182 , opt_l:23.118198
[2025-12-17 21:18:23] TSPTester.py(256) : RRC step607, name:TSP1000, gap:0.790926 %, Elapsed[4.79h], stu_l:23.301136 , opt_l:23.118198
[2025-12-17 21:18:36] TSPTester.py(256) : RRC step608, name:TSP1000, gap:0.790926 %, Elapsed[4.79h], stu_l:23.301136 , opt_l:23.118198
[2025-12-17 21:18:36] TSPTester.py(256) : RRC step609, name:TSP1000, gap:0.790809 %, Elapsed[4.79h], stu_l:23.301109 , opt_l:23.118198
[2025-12-17 21:19:04] TSPTester.py(256) : RRC step610, name:TSP1000, gap:0.790809 %, Elapsed[4.80h], stu_l:23.301109 , opt_l:23.118198
[2025-12-17 21:19:13] TSPTester.py(256) : RRC step611, name:TSP1000, gap:0.790793 %, Elapsed[4.80h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:19:59] TSPTester.py(256) : RRC step612, name:TSP1000, gap:0.790792 %, Elapsed[4.82h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:20:11] TSPTester.py(256) : RRC step613, name:TSP1000, gap:0.790792 %, Elapsed[4.82h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:20:19] TSPTester.py(256) : RRC step614, name:TSP1000, gap:0.790792 %, Elapsed[4.82h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:21:15] TSPTester.py(256) : RRC step615, name:TSP1000, gap:0.790793 %, Elapsed[4.84h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:21:19] TSPTester.py(256) : RRC step616, name:TSP1000, gap:0.790792 %, Elapsed[4.84h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:21:45] TSPTester.py(256) : RRC step617, name:TSP1000, gap:0.790792 %, Elapsed[4.85h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:22:51] TSPTester.py(256) : RRC step618, name:TSP1000, gap:0.790792 %, Elapsed[4.87h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:23:19] TSPTester.py(256) : RRC step619, name:TSP1000, gap:0.790792 %, Elapsed[4.87h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:23:53] TSPTester.py(256) : RRC step620, name:TSP1000, gap:0.790792 %, Elapsed[4.88h], stu_l:23.301105 , opt_l:23.118198
[2025-12-17 21:23:53] TSPTester.py(256) : RRC step621, name:TSP1000, gap:0.788770 %, Elapsed[4.88h], stu_l:23.300638 , opt_l:23.118198
[2025-12-17 21:24:45] TSPTester.py(256) : RRC step622, name:TSP1000, gap:0.788771 %, Elapsed[4.90h], stu_l:23.300638 , opt_l:23.118198
[2025-12-17 21:24:53] TSPTester.py(256) : RRC step623, name:TSP1000, gap:0.788484 %, Elapsed[4.90h], stu_l:23.300571 , opt_l:23.118198
[2025-12-17 21:25:54] TSPTester.py(256) : RRC step624, name:TSP1000, gap:0.788483 %, Elapsed[4.92h], stu_l:23.300568 , opt_l:23.118198
[2025-12-17 21:26:06] TSPTester.py(256) : RRC step625, name:TSP1000, gap:0.788483 %, Elapsed[4.92h], stu_l:23.300571 , opt_l:23.118198
[2025-12-17 21:26:09] TSPTester.py(256) : RRC step626, name:TSP1000, gap:0.787025 %, Elapsed[4.92h], stu_l:23.300230 , opt_l:23.118198
[2025-12-17 21:26:31] TSPTester.py(256) : RRC step627, name:TSP1000, gap:0.787026 %, Elapsed[4.93h], stu_l:23.300230 , opt_l:23.118198
[2025-12-17 21:27:30] TSPTester.py(256) : RRC step628, name:TSP1000, gap:0.787026 %, Elapsed[4.94h], stu_l:23.300232 , opt_l:23.118198
[2025-12-17 21:27:51] TSPTester.py(256) : RRC step629, name:TSP1000, gap:0.787026 %, Elapsed[4.95h], stu_l:23.300230 , opt_l:23.118198
[2025-12-17 21:27:52] TSPTester.py(256) : RRC step630, name:TSP1000, gap:0.786585 %, Elapsed[4.95h], stu_l:23.300129 , opt_l:23.118198
[2025-12-17 21:28:05] TSPTester.py(256) : RRC step631, name:TSP1000, gap:0.786585 %, Elapsed[4.95h], stu_l:23.300129 , opt_l:23.118198
[2025-12-17 21:28:14] TSPTester.py(256) : RRC step632, name:TSP1000, gap:0.786585 %, Elapsed[4.96h], stu_l:23.300129 , opt_l:23.118198
[2025-12-17 21:29:10] TSPTester.py(256) : RRC step633, name:TSP1000, gap:0.786586 %, Elapsed[4.97h], stu_l:23.300129 , opt_l:23.118198
[2025-12-17 21:30:44] TSPTester.py(256) : RRC step634, name:TSP1000, gap:0.786585 %, Elapsed[5.00h], stu_l:23.300127 , opt_l:23.118198
[2025-12-17 21:31:08] TSPTester.py(256) : RRC step635, name:TSP1000, gap:0.786585 %, Elapsed[5.00h], stu_l:23.300127 , opt_l:23.118198
[2025-12-17 21:31:41] TSPTester.py(256) : RRC step636, name:TSP1000, gap:0.786586 %, Elapsed[5.01h], stu_l:23.300129 , opt_l:23.118198
[2025-12-17 21:31:49] TSPTester.py(256) : RRC step637, name:TSP1000, gap:0.785561 %, Elapsed[5.01h], stu_l:23.299894 , opt_l:23.118198
[2025-12-17 21:32:57] TSPTester.py(256) : RRC step638, name:TSP1000, gap:0.785561 %, Elapsed[5.03h], stu_l:23.299894 , opt_l:23.118198
[2025-12-17 21:33:48] TSPTester.py(256) : RRC step639, name:TSP1000, gap:0.785561 %, Elapsed[5.05h], stu_l:23.299894 , opt_l:23.118198
[2025-12-17 21:34:29] TSPTester.py(256) : RRC step640, name:TSP1000, gap:0.785561 %, Elapsed[5.06h], stu_l:23.299894 , opt_l:23.118198
[2025-12-17 21:34:29] TSPTester.py(256) : RRC step641, name:TSP1000, gap:0.784846 %, Elapsed[5.06h], stu_l:23.299728 , opt_l:23.118198
[2025-12-17 21:35:07] TSPTester.py(256) : RRC step642, name:TSP1000, gap:0.784846 %, Elapsed[5.07h], stu_l:23.299728 , opt_l:23.118198
[2025-12-17 21:35:10] TSPTester.py(256) : RRC step643, name:TSP1000, gap:0.784769 %, Elapsed[5.07h], stu_l:23.299711 , opt_l:23.118198
[2025-12-17 21:35:26] TSPTester.py(256) : RRC step644, name:TSP1000, gap:0.784770 %, Elapsed[5.08h], stu_l:23.299711 , opt_l:23.118198
[2025-12-17 21:35:30] TSPTester.py(256) : RRC step645, name:TSP1000, gap:0.784769 %, Elapsed[5.08h], stu_l:23.299711 , opt_l:23.118198
[2025-12-17 21:35:50] TSPTester.py(256) : RRC step646, name:TSP1000, gap:0.784770 %, Elapsed[5.08h], stu_l:23.299711 , opt_l:23.118198
[2025-12-17 21:36:26] TSPTester.py(256) : RRC step647, name:TSP1000, gap:0.784770 %, Elapsed[5.09h], stu_l:23.299711 , opt_l:23.118198
[2025-12-17 21:36:26] TSPTester.py(256) : RRC step648, name:TSP1000, gap:0.784363 %, Elapsed[5.09h], stu_l:23.299618 , opt_l:23.118198
[2025-12-17 21:37:55] TSPTester.py(256) : RRC step649, name:TSP1000, gap:0.784363 %, Elapsed[5.12h], stu_l:23.299618 , opt_l:23.118198
[2025-12-17 21:38:30] TSPTester.py(256) : RRC step650, name:TSP1000, gap:0.784363 %, Elapsed[5.13h], stu_l:23.299618 , opt_l:23.118198
[2025-12-17 21:38:39] TSPTester.py(256) : RRC step651, name:TSP1000, gap:0.784363 %, Elapsed[5.13h], stu_l:23.299618 , opt_l:23.118198
